victim_date,vehicle,age,severity
2020-01-14,MOTO,-1,sd
2020-01-15,PEATON,26,sd
2020-01-16,MOTO,37,sd
2020-01-17,MOTO,25,sd
2020-01-21,CICLISTA,28,sd
2020-01-22,CICLISTA,21,sd
2020-01-27,PEATON,26,sd
2020-01-28,MOTO,41,sd
2020-01-28,PEATON,25,sd
2020-01-29,MOTO,42,sd
2020-01-29,MOTO,27,sd
2020-01-31,MOTO,38,sd
2020-02-06,MOTO,56,SD
2020-02-06,MOTO,52,sd
2020-02-07,CICLISTA,47,sd
2020-02-09,MOTO,57,SD
2020-02-10,PEATON,26,sd
2020-02-11,PEATON,29,sd
2020-02-12,MOTO,37,sd
2020-02-12,PEATON,21,sd
2020-02-12,PEATON,31,sd
2020-02-16,MOTO,-1,sd
2020-02-19,MOTO,28,sd
2020-02-19,MOTO,31,sd
2020-02-20,AUTO,69,sd
2020-02-20,TRANSPORTE PUBLICO,54,sd
2020-02-20,TRANSPORTE PUBLICO,50,sd
2020-02-20,TRANSPORTE PUBLICO,65,sd
2020-02-20,TRANSPORTE PUBLICO,69,sd
2020-02-20,TRANSPORTE PUBLICO,24,sd
2020-02-20,TRANSPORTE PUBLICO,43,sd
2020-02-20,TRANSPORTE PUBLICO,33,sd
2020-02-20,TRANSPORTE PUBLICO,58,sd
2020-02-22,MOTO,-1,sd
2020-02-26,PEATON,32,sd
2020-02-28,TAXI,46,sd
2020-02-28,CICLISTA,27,sd
2020-02-29,MOTO,25,sd
2020-03-04,MOTO,35,sd
2020-03-04,AUTO,31,sd
2020-03-06,CICLISTA,-1,sd
2020-03-09,AUTO,67,sd
2020-03-12,AUTO,43,sd
2020-03-13,PEATON,23,sd
2020-04-12,TRANSPORTE PUBLICO,31,sd
2020-04-20,MOTO,34,sd
2020-05-06,CICLISTA,-1,sd
2020-05-08,PEATON,29,sd
2020-05-19,CICLISTA,-1,sd
2020-06-10,CICLISTA,24,sd
2020-06-29,MOTO,24,sd
2020-07-07,PEATON,21,sd
2020-07-13,MOTO,52,sd
2020-07-31,CAMION,53,sd
2020-08-27,CICLISTA,39,sd
2020-08-29,MOTO,23,sd
2020-09-10,PEATON,4,sd
2020-09-24,MOTO,40,sd
2020-09-25,MOTO,23,sd
2020-09-29,MOTO,36,sd
2020-09-29,MOTO,24,sd
2020-09-30,CICLISTA,28,sd
2020-10-06,AUTO,47,sd
2020-11-05,TAXI,-1,sd
2020-11-17,PEATON,74,sd
2020-11-20,MOTO,48,sd
2020-01-02,AUTO,-1,sd
2020-01-04,CICLISTA,44,sd
2020-01-08,MOTO,27,sd
2020-01-13,PEATON,36,sd
2020-01-23,MOTO,39,sd
2020-01-23,MOTO,24,GRAVE
2020-01-31,TRANSPORTE PUBLICO,-1,sd
2020-02-06,CICLISTA,47,sd
2020-02-11,CICLISTA,42,sd
2020-02-13,PEATON,41,sd
2020-02-15,PEATON,28,sd
2020-03-05,MOTO,38,SD
2020-03-07,MOTO,38,sd
2020-03-10,PEATON,29,sd
2020-03-13,PEATON,24,sd
2020-03-15,AUTO,48,sd
2020-03-25,CICLISTA,25,sd
2020-04-27,AUTO,-1,sd
2020-04-29,MOTO,31,SD
2020-04-29,MOTO,56,sd
2020-05-12,CICLISTA,46,sd
2020-05-21,MOTO,53,sd
2020-05-24,CICLISTA,-1,sd
2020-06-23,PEATON,35,sd
2020-06-24,CICLISTA,27,sd
2020-07-02,CICLISTA,34,sd
2020-07-24,MOTO,21,GRAVE
2020-08-05,CICLISTA,51,sd
2020-08-11,MOTO,28,sd
2020-08-27,CICLISTA,24,sd
2020-08-28,CICLISTA,33,sd
2020-08-31,TRANSPORTE PUBLICO,54,sd
2020-09-14,PEATON,43,sd
2020-09-17,PEATON,28,sd
2020-09-17,MOTO,23,sd
2020-09-17,MOTO,56,sd
2020-09-27,AUTO,51,sd
2020-10-03,MOTO,22,sd
2020-10-04,MOTO,38,sd
2020-10-05,TAXI,57,sd
2020-10-06,CICLISTA,18,sd
2020-10-07,TRANSPORTE PUBLICO,64,sd
2020-10-07,CICLISTA,62,sd
2020-10-08,AUTO,32,sd
2020-10-10,PEATON,64,sd
2020-11-01,TAXI,-1,sd
2020-11-02,CICLISTA,35,sd
2020-11-07,TAXI,70,sd
2020-11-10,PEATON,19,sd
2020-11-11,CICLISTA,23,sd
2020-11-12,PEATON,13,sd
2020-11-14,AUTO,25,sd
2020-11-14,CICLISTA,38,sd
2020-11-14,MOTO,31,sd
2020-11-18,AUTO,70,sd
2020-11-24,MOTO,21,sd
2020-12-02,TRANSPORTE PUBLICO,31,sd
2020-12-10,CICLISTA,35,sd
2020-01-02,MOTO,38,sd
2020-01-09,MOTO,33,sd
2020-01-10,MOTO,29,sd
2020-01-13,MOTO,21,sd
2020-01-15,MOTO,27,sd
2020-01-16,TAXI,54,sd
2020-01-21,CICLISTA,38,sd
2020-01-21,MOTO,28,sd
2020-01-23,MOTO,34,sd
2020-01-29,MOTO,-1,sd
2020-01-29,MOTO,43,sd
2020-02-02,MOTO,33,sd
2020-02-06,PEATON,48,sd
2020-02-07,AUTO,-1,sd
2020-02-16,AUTO,47,sd
2020-02-19,UTILITARIO,31,sd
2020-02-21,PEATON,66,sd
2020-02-21,PEATON,74,sd
2020-02-27,CICLISTA,27,sd
2020-02-28,PEATON,39,sd
2020-03-01,MOTO,22,sd
2020-03-03,AUTO,40,sd
2020-03-04,PEATON,57,sd
2020-03-05,MOTO,20,sd
2020-03-06,AUTO,-1,sd
2020-03-06,TRANSPORTE PUBLICO,42,sd
2020-03-07,PEATON,56,sd
2020-03-12,MOTO,52,sd
2020-04-28,MOTO,31,sd
2020-05-11,CICLISTA,53,sd
2020-05-15,CICLISTA,-1,sd
2020-05-15,MOTO,52,sd
2020-05-16,AUTO,32,sd
2020-05-16,CICLISTA,28,sd
2020-05-17,TAXI,29,sd
2020-05-18,TRANSPORTE PUBLICO,30,sd
2020-05-19,AUTO,39,sd
2020-05-19,CICLISTA,32,GRAVE
2020-05-19,CICLISTA,48,sd
2020-05-23,CICLISTA,54,sd
2020-05-26,MOTO,22,sd
2020-05-28,MOTO,27,SD
2020-06-01,PEATON,71,sd
2020-06-05,AUTO,53,sd
2020-06-06,MOTO,25,sd
2020-06-06,TRANSPORTE PUBLICO,57,sd
2020-06-06,AUTO,42,sd
2020-06-09,MOTO,25,sd
2020-06-25,CICLISTA,25,GRAVE
2020-06-28,AUTO,18,SD
2020-06-29,MOTO,22,sd
2020-07-01,MOTO,42,sd
2020-07-01,MOVIL,40,sd
2020-07-03,MOTO,37,sd
2020-07-16,PEATON,21,sd
2020-07-21,MOTO,22,sd
2020-07-22,CICLISTA,56,sd
2020-07-27,MOTO,54,sd
2020-07-29,PEATON,63,sd
2020-08-01,MOVIL,-1,sd
2020-08-01,CICLISTA,56,sd
2020-08-01,CICLISTA,26,sd
2020-08-07,CICLISTA,24,sd
2020-08-11,CICLISTA,36,sd
2020-08-13,MOTO,48,sd
2020-08-14,MOTO,26,sd
2020-08-16,CICLISTA,41,sd
2020-08-19,PEATON,60,sd
2020-08-21,MOTO,24,sd
2020-08-23,CICLISTA,36,sd
2020-08-28,MOTO,26,sd
2020-09-05,MOTO,48,sd
2020-09-06,CICLISTA,27,sd
2020-09-07,CICLISTA,41,sd
2020-09-15,CICLISTA,30,sd
2020-09-18,MOTO,32,sd
2020-09-18,CICLISTA,55,sd
2020-09-19,CICLISTA,19,sd
2020-09-22,AUTO,33,sd
2020-09-26,MOTO,34,sd
2020-09-27,CICLISTA,23,sd
2020-09-30,MOTO,23,sd
2020-11-01,CICLISTA,29,sd
2020-11-02,TRANSPORTE PUBLICO,51,sd
2020-11-02,CICLISTA,30,sd
2020-11-03,TAXI,63,sd
2020-11-10,MOTO,26,sd
2020-11-10,CICLISTA,22,sd
2020-11-10,CICLISTA,56,sd
2020-11-12,MOTO,28,sd
2020-11-12,MOTO,6,sd
2020-11-12,MOTO,10,sd
2020-11-12,PEATON,62,sd
2020-11-13,CICLISTA,57,sd
2020-11-13,MOTO,31,sd
2020-11-13,MOTO,43,sd
2020-11-13,CICLISTA,21,sd
2020-11-14,CICLISTA,-1,sd
2020-11-15,MOTO,30,sd
2020-11-18,MOTO,18,sd
2020-11-26,PEATON,23,GRAVE
2020-11-26,PEATON,40,sd
2020-11-27,CICLISTA,19,sd
2020-11-28,AUTO,30,sd
2020-12-02,TRANSPORTE PUBLICO,34,sd
2020-12-03,MOTO,28,sd
2020-01-02,MOTO,28,sd
2020-01-03,MOTO,21,sd
2020-01-09,MOTO,28,sd
2020-01-12,CICLISTA,29,sd
2020-01-16,MOTO,27,sd
2020-01-20,CAMION,40,sd
2020-01-20,TAXI,54,sd
2020-01-24,MOTO,40,sd
2020-01-27,CICLISTA,22,sd
2020-01-28,CICLISTA,-1,sd
2020-01-29,AUTO,-1,sd
2020-01-29,MOTO,32,sd
2020-02-04,PEATON,-1,sd
2020-02-04,UTILITARIO,54,sd
2020-02-05,PEATON,-1,sd
2020-02-06,TRANSPORTE PUBLICO,77,sd
2020-02-08,MOTO,-1,sd
2020-02-09,MOTO,23,sd
2020-02-11,PEATON,38,sd
2020-02-12,MOTO,23,sd
2020-02-13,MOTO,32,sd
2020-02-13,TRANSPORTE PUBLICO,76,sd
2020-02-15,MOTO,27,sd
2020-02-20,MOTO,32,sd
2020-02-20,CICLISTA,59,sd
2020-02-21,CICLISTA,29,sd
2020-02-22,CICLISTA,54,sd
2020-02-27,MOTO,22,sd
2020-03-05,CICLISTA,60,sd
2020-03-05,MOTO,27,sd
2020-03-07,MOTO,22,sd
2020-03-09,PEATON,43,sd
2020-04-09,MOTO,27,GRAVE
2020-04-20,MOTO,44,sd
2020-04-29,PEATON,45,sd
2020-05-20,CICLISTA,33,sd
2020-08-14,CICLISTA,34,sd
2020-10-26,MOTO,43,sd
2020-01-09,PEATON,8,sd
2020-01-14,PEATON,36,sd
2020-01-21,MOTO,27,sd
2020-01-23,AUTO,41,sd
2020-02-05,UTILITARIO,42,sd
2020-03-07,PEATON,-1,sd
2020-08-14,AUTO,51,sd
2020-09-12,AUTO,42,sd
2020-09-22,MOTO,53,sd
2020-11-01,TAXI,49,sd
2020-11-01,TAXI,47,sd
2020-11-01,TAXI,43,sd
2020-11-13,TRANSPORTE PUBLICO,-1,sd
2020-01-11,CICLISTA,39,sd
2020-01-13,TAXI,30,sd
2020-01-16,AUTO,59,sd
2020-01-24,PEATON,5,sd
2020-02-04,MOTO,28,sd
2020-02-15,CICLISTA,36,sd
2020-02-17,PEATON,50,sd
2020-02-21,CICLISTA,-1,sd
2020-02-27,AUTO,38,sd
2020-02-27,MOTO,56,sd
2020-02-27,AUTO,41,sd
2020-02-28,PEATON,60,sd
2020-02-29,MOTO,40,sd
2020-03-02,MOTO,49,GRAVE
2020-03-05,MOTO,23,sd
2020-03-05,MOTO,31,sd
2020-03-05,CICLISTA,29,sd
2020-03-06,CICLISTA,27,SD
2020-03-06,MOTO,39,sd
2020-03-13,AUTO,46,sd
2020-03-16,MOTO,44,sd
2020-03-16,MOTO,46,sd
2020-04-06,PEATON,-1,sd
2020-04-07,UTILITARIO,55,sd
2020-04-28,UTILITARIO,36,sd
2020-05-03,MOVIL,-1,sd
2020-05-21,MOTO,36,sd
2020-05-21,MOTO,34,SD
2020-05-21,MOTO,47,sd
2020-06-11,MOTO,41,sd
2020-07-14,MOTO,45,sd
2020-07-15,AUTO,43,sd
2020-07-16,MOTO,22,sd
2020-08-03,CAMION,35,sd
2020-08-05,UTILITARIO,24,sd
2020-08-20,CICLISTA,38,sd
2020-08-20,TRANSPORTE PUBLICO,51,sd
2020-08-26,CICLISTA,49,sd
2020-09-11,MOTO,-1,sd
2020-09-14,MOTO,23,sd
2020-09-28,CICLISTA,26,sd
2020-10-10,MOTO,28,sd
2020-10-13,MOTO,40,sd
2020-10-15,PEATON,80,GRAVE
2020-10-26,MOTO,31,sd
2020-11-11,MOTO,39,sd
2020-11-30,MOTO,51,sd
2020-12-01,UTILITARIO,36,sd
2020-01-06,MOTO,44,SD
2020-01-08,MOTO,-1,sd
2020-01-09,AUTO,24,sd
2020-01-09,PEATON,70,sd
2020-01-17,AUTO,39,sd
2020-01-18,PEATON,33,sd
2020-01-25,MOTO,28,sd
2020-01-27,TAXI,29,sd
2020-01-29,MOTO,27,sd
2020-01-30,CICLISTA,-1,sd
2020-02-03,MOTO,-1,sd
2020-02-06,MOTO,47,sd
2020-02-10,TRANSPORTE PUBLICO,23,sd
2020-02-12,MOTO,25,sd
2020-02-18,MOTO,38,sd
2020-02-19,TRANSPORTE PUBLICO,50,sd
2020-03-05,MOTO,57,sd
2020-03-13,PEATON,41,sd
2020-03-16,CICLISTA,28,sd
2020-04-23,MOTO,-1,sd
2020-05-01,CICLISTA,-1,sd
2020-06-21,UTILITARIO,59,sd
2020-07-09,PEATON,25,sd
2020-07-17,PEATON,79,sd
2020-07-31,MOTO,48,sd
2020-08-03,MOTO,34,sd
2020-08-17,PEATON,-1,sd
2020-08-19,CICLISTA,21,sd
2020-09-02,CICLISTA,26,sd
2020-09-28,TAXI,63,sd
2020-09-30,CICLISTA,41,sd
2020-11-03,MOTO,33,sd
2020-11-10,CICLISTA,20,sd
2020-11-13,MOTO,-1,sd
2020-11-17,PEATON,78,sd
2020-11-17,CICLISTA,31,sd
2020-11-26,MOTO,24,sd
2020-01-05,MOTO,32,sd
2020-01-09,PEATON,86,GRAVE
2020-01-18,AUTO,53,sd
2020-01-26,AUTO,44,sd
2020-02-08,MOTO,-1,sd
2020-02-12,MOTO,40,sd
2020-02-16,PEATON,26,sd
2020-02-19,TRANSPORTE PUBLICO,35,sd
2020-02-27,MOTO,50,sd
2020-02-27,MOTO,39,sd
2020-02-29,MOTO,22,sd
2020-03-07,MOTO,28,sd
2020-03-10,MOTO,23,sd
2020-03-19,CICLISTA,30,sd
2020-04-17,MOTO,-1,sd
2020-04-22,MOTO,34,sd
2020-05-05,MOTO,34,sd
2020-05-10,MOTO,38,sd
2020-05-13,CICLISTA,-1,sd
2020-05-14,TRANSPORTE PUBLICO,-1,sd
2020-05-14,PEATON,63,sd
2020-06-05,MOTO,32,sd
2020-06-09,CICLISTA,38,sd
2020-07-03,MOTO,38,sd
2020-06-13,MOTO,30,GRAVE
2020-07-15,MOTO,-1,sd
2020-07-17,MOTO,37,sd
2020-07-18,PEATON,30,sd
2020-07-20,MOTO,-1,sd
2020-07-26,AUTO,-1,sd
2020-08-03,MOTO,32,sd
2020-08-09,PEATON,30,sd
2020-08-10,PEATON,1,sd
2020-08-20,PEATON,44,SD
2020-08-15,CICLISTA,18,sd
2020-08-15,MOTO,-1,sd
2020-08-15,AUTO,24,sd
2020-08-17,AUTO,47,sd
2020-08-19,CICLISTA,35,sd
2020-08-20,CICLISTA,38,sd
2020-08-23,MOTO,26,sd
2020-08-26,MOTO,35,sd
2020-08-28,MOTO,24,sd
2020-08-29,MOTO,57,GRAVE
2020-09-10,CICLISTA,20,sd
2020-09-13,AUTO,-1,sd
2020-09-14,MOTO,32,sd
2020-09-17,MOTO,39,sd
2020-09-22,MOTO,26,sd
2020-09-22,AUTO,26,sd
2020-09-23,CICLISTA,22,sd
2020-09-24,MOTO,33,sd
2020-09-25,AUTO,52,sd
2020-09-26,MOTO,27,sd
2020-09-27,MOTO,43,sd
2020-11-02,PEATON,60,sd
2020-11-03,PEATON,75,sd
2020-11-06,MOTO,50,sd
2020-11-07,MOTO,26,sd
2020-11-11,AUTO,-1,sd
2020-11-16,CICLISTA,-1,sd
2020-11-17,MOTO,25,sd
2020-11-18,MOTO,40,sd
2020-11-19,PEATON,27,sd
2020-11-20,MOTO,31,sd
2020-11-20,CICLISTA,74,sd
2020-11-24,PEATON,-1,sd
2020-11-26,MONOPATIN,47,sd
2020-11-27,MOTO,25,sd
2020-12-07,TRANSPORTE PUBLICO,67,sd
2020-02-20,MOTO,45,sd
2020-01-13,CICLISTA,60,sd
2020-01-13,TRANSPORTE PUBLICO,46,sd
2020-01-16,AUTO,49,sd
2020-01-20,AUTO,40,sd
2020-01-26,AUTO,36,sd
2020-01-27,MOTO,40,SD
2020-01-28,MOTO,41,sd
2020-02-17,AUTO,-1,sd
2020-02-18,MOTO,33,sd
2020-02-20,CICLISTA,28,sd
2020-03-03,PEATON,78,sd
2020-03-07,PEATON,63,sd
2020-03-12,PEATON,92,sd
2020-03-12,PEATON,59,sd
2020-03-13,PEATON,42,sd
2020-03-15,AUTO,33,sd
2020-03-26,MOTO,27,sd
2020-04-18,MOTO,30,SD
2020-04-19,TRANSPORTE PUBLICO,65,sd
2020-04-21,MOTO,30,sd
2020-05-09,UTILITARIO,60,sd
2020-05-26,AUTO,39,sd
2020-05-29,PEATON,28,sd
2020-06-02,MOTO,32,GRAVE
2020-06-18,MOTO,23,sd
2020-06-25,MOTO,35,sd
2020-07-08,PEATON,29,sd
2020-07-09,MOTO,19,sd
2020-07-20,PEATON,48,sd
2020-07-20,MOTO,37,sd
2020-07-21,MOTO,29,sd
2020-07-25,CICLISTA,-1,sd
2020-08-04,MOTO,34,sd
2020-08-06,CICLISTA,21,sd
2020-08-10,MOTO,26,sd
2020-08-10,CICLISTA,-1,sd
2020-08-13,MOTO,25,sd
2020-08-19,UTILITARIO,45,sd
2020-08-20,MOTO,36,sd
2020-08-31,MOTO,44,sd
2020-09-05,MOTO,24,sd
2020-09-08,CICLISTA,34,sd
2020-09-12,UTILITARIO,64,sd
2020-09-12,CICLISTA,38,sd
2020-09-14,AUTO,-1,sd
2020-09-14,MOTO,-1,sd
2020-09-17,PEATON,34,sd
2020-09-23,CICLISTA,38,sd
2020-09-24,CICLISTA,21,sd
2020-09-29,CICLISTA,45,sd
2020-09-30,PEATON,32,sd
2020-10-28,MOTO,31,sd
2020-11-04,CICLISTA,28,sd
2020-11-15,CICLISTA,18,sd
2020-11-20,CICLISTA,66,sd
2020-11-26,MOTO,30,sd
2020-11-26,CICLISTA,76,sd
2020-11-26,MOTO,28,sd
2020-11-28,MOTO,39,sd
2020-12-02,MOTO,24,sd
2020-01-02,PEATON,44,sd
2020-01-07,MOTO,51,SD
2020-01-12,AUTO,31,sd
2020-01-14,TRANSPORTE PUBLICO,50,sd
2020-01-17,TRANSPORTE PUBLICO,61,sd
2020-01-20,MOTO,29,sd
2020-01-23,MOTO,30,sd
2020-01-26,TRANSPORTE PUBLICO,59,sd
2020-01-27,CICLISTA,-1,sd
2020-01-27,MOTO,28,sd
2020-01-31,MOTO,-1,sd
2020-01-31,CICLISTA,-1,sd
2020-02-04,MOTO,29,sd
2020-02-06,AUTO,45,sd
2020-02-10,MOTO,29,sd
2020-02-10,MOTO,33,SD
2020-02-10,MOTO,-1,sd
2020-02-12,PEATON,69,sd
2020-02-12,MOTO,41,sd
2020-02-14,MOTO,-1,sd
2020-02-16,CICLISTA,58,sd
2020-02-18,MOTO,44,sd
2020-02-20,MOTO,58,SD
2020-02-21,MOTO,39,SD
2020-02-23,AUTO,-1,sd
2020-02-27,CICLISTA,26,sd
2020-02-27,MOTO,-1,GRAVE
2020-02-28,TRANSPORTE PUBLICO,-1,sd
2020-03-02,TAXI,37,GRAVE
2020-03-02,TAXI,39,GRAVE
2020-03-02,TAXI,32,SD
2020-03-02,TAXI,38,SD
2020-03-02,TAXI,-1,sd
2020-03-07,MOTO,41,sd
2020-03-08,CICLISTA,27,sd
2020-03-10,MOTO,30,sd
2020-03-14,PEATON,45,sd
2020-03-31,MOTO,33,sd
2020-04-29,MOTO,24,sd
2020-04-29,MOTO,37,sd
2020-05-04,CICLISTA,21,sd
2020-05-06,PEATON,50,sd
2020-05-09,AUTO,33,SD
2020-05-16,AUTO,49,sd
2020-05-29,MOTO,29,sd
2020-06-04,MOTO,35,GRAVE
2020-06-12,MOTO,-1,sd
2020-06-17,AUTO,31,sd
2020-06-18,PEATON,36,SD
2020-07-15,MOTO,54,sd
2020-07-16,CICLISTA,55,sd
2020-07-18,CICLISTA,41,sd
2020-07-22,AUTO,-1,sd
2020-08-04,MOTO,27,sd
2020-08-07,PEATON,28,SD
2020-08-09,MOTO,34,sd
2020-09-08,PEATON,48,sd
2020-09-11,CICLISTA,40,sd
2020-09-14,CICLISTA,22,sd
2020-10-03,MOTO,23,sd
2020-11-03,CICLISTA,-1,sd
2020-11-05,MOTO,35,sd
2020-11-06,MOTO,32,SD
2020-11-12,CICLISTA,24,sd
2020-11-17,MOTO,-1,sd
2020-11-19,PEATON,79,sd
2020-11-19,TAXI,60,sd
2020-11-20,CICLISTA,46,sd
2020-11-21,MOTO,55,sd
2020-12-03,TRANSPORTE PUBLICO,41,sd
2020-12-08,AUTO,29,SD
2020-12-16,CICLISTA,31,sd
2020-12-16,PEATON,31,sd
2020-12-17,AUTO,44,sd
2020-12-18,MOTO,39,SD
2020-01-07,MOTO,44,sd
2020-01-07,PEATON,35,sd
2020-01-09,PEATON,64,sd
2020-01-09,CICLISTA,55,sd
2020-01-10,CICLISTA,25,sd
2020-01-10,PEATON,28,sd
2020-01-13,CICLISTA,25,sd
2020-01-14,PEATON,24,sd
2020-01-15,MOTO,29,sd
2020-01-16,AUTO,28,sd
2020-01-20,CICLISTA,25,sd
2020-01-22,AUTO,38,sd
2020-01-22,PEATON,62,sd
2020-01-24,CICLISTA,26,sd
2020-01-27,CICLISTA,47,sd
2020-01-27,CICLISTA,40,SD
2020-01-27,MOTO,25,sd
2020-02-04,AUTO,62,sd
2020-02-07,UTILITARIO,47,sd
2020-02-11,CICLISTA,-1,sd
2020-02-14,MOTO,-1,sd
2020-02-18,MOTO,27,sd
2020-02-22,MOTO,-1,sd
2020-02-22,MOTO,37,sd
2020-02-22,PEATON,34,sd
2020-02-22,CICLISTA,20,sd
2020-02-26,MOTO,29,sd
2020-02-27,AUTO,27,sd
2020-02-29,MOTO,41,SD
2020-03-02,MOTO,28,sd
2020-03-03,AUTO,29,sd
2020-03-04,AUTO,38,sd
2020-03-13,TAXI,39,sd
2020-05-04,MOTO,41,SD
2020-06-24,PEATON,-1,sd
2020-07-12,MOTO,36,sd
2020-07-15,MOTO,35,sd
2020-07-22,MOTO,40,sd
2020-07-25,MOTO,35,sd
2020-08-03,AUTO,31,sd
2020-08-03,PEATON,23,sd
2020-08-07,CICLISTA,22,sd
2020-08-08,CICLISTA,32,sd
2020-08-25,MONOPATIN,32,sd
2020-09-08,MOTO,26,sd
2020-09-09,CICLISTA,27,sd
2020-09-14,CICLISTA,30,sd
2020-09-18,PEATON,46,sd
2020-09-24,MOVIL,33,sd
2020-10-07,CICLISTA,32,sd
2020-10-10,MOTO,43,sd
2020-10-12,CICLISTA,22,sd
2020-10-27,PEATON,31,sd
2020-11-11,AUTO,39,sd
2020-11-11,MOTO,28,sd
2020-11-17,CICLISTA,-1,sd
2020-11-17,MOTO,45,SD
2020-12-04,AUTO,37,sd
2020-12-13,CICLISTA,27,sd
2020-12-20,CICLISTA,32,sd
2020-12-27,MOTO,42,sd
2020-01-03,PEATON,26,sd
2020-01-16,MOTO,28,GRAVE
2020-01-23,MOTO,41,sd
2020-01-27,AUTO,29,sd
2020-02-03,AUTO,33,sd
2020-02-05,AUTO,40,sd
2020-02-07,MOTO,22,sd
2020-02-14,CICLISTA,-1,sd
2020-02-15,MOTO,28,sd
2020-02-27,TRANSPORTE PUBLICO,55,sd
2020-03-02,AUTO,27,sd
2020-05-22,PEATON,39,sd
2020-06-09,MOVIL,31,sd
2020-06-25,MOTO,27,sd
2020-09-01,CICLISTA,30,sd
2020-02-19,TRANSPORTE PUBLICO,54,sd
2020-03-10,PEATON,32,sd
2020-03-14,AUTO,40,sd
2020-03-15,MOTO,33,sd
2020-03-16,MOTO,34,sd
2020-03-16,TRANSPORTE PUBLICO,33,sd
2020-03-17,TAXI,21,sd
2020-05-06,MOTO,39,sd
2020-05-13,MOTO,61,sd
2020-05-19,TRANSPORTE PUBLICO,58,sd
2020-05-21,MOTO,50,sd
2020-05-28,MOTO,40,sd
2020-06-03,MOTO,26,sd
2020-06-05,MOTO,28,sd
2020-06-05,MOTO,26,sd
2020-06-20,PEATON,27,sd
2020-07-14,MOTO,40,sd
2020-07-25,MOTO,49,sd
2020-07-29,AUTO,30,sd
2020-08-07,MOTO,29,sd
2020-08-12,MOTO,34,sd
2020-08-16,MOTO,21,sd
2020-08-16,CICLISTA,28,sd
2020-08-19,MOTO,25,sd
2020-09-01,TRANSPORTE PUBLICO,61,sd
2020-09-04,MOTO,26,sd
2020-09-07,MOTO,-1,sd
2020-09-11,MOTO,32,sd
2020-09-20,MOTO,28,sd
2020-09-27,TAXI,49,sd
